Registry of SVHC intentions until outcome
Note: Group entries are split in different rows.
Export date: 15-mai-2024 09:15:19
Last updated 05-mars-2024. Database contains 262 unique substances/entries.

"Substance Identifier"	""	
"Expected date of submission (from)"	""	
"Expected date of submission (to)"	""	
"Withdrawal date (from)"	""	
"Withdrawal date (to)"	""	
"Submitter"	""	
"Status"	""	
"Scope (operator is and)"	"true"	
"Scopes"
"Date of intention (from)"	""	
"Date of intention (to)"	""	
"Date of MSC opinion (from)"	""	
"Date of MSC opinion (to)"	""	
"Date of MSC agreement (from)"	""	
"Date of MSC agreement (to)"	""	
"Date of inclusion in Candidate List (from)"	""	
"Date of inclusion in Candidate List (to)"	""	



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Further substance information"	"CLP Annex VI index number"	"Status"	"Date of intention"	"Expected date of submission"	"Submitted for accordance check"	"Withdrawal date"	"Submitter"	"Remarks"	"Scope"	"Start of consultation"	"End of consultation"	"Consultation document"	"RCOM (Comments received)"	"Year of MSC agreement"	"MSC Agreement"	"Date of MSC agreement"	"Support documents"	"MSC Opinion"	"Date of MSC opinion"	"Minority position"	"Date of inclusion in Candidate List"	"Latest update"	"First published"	
"boric acid (H3BO3), sodium salt (1:1)"	""	"-"	"14890-53-0"	""	"005-011-00-4"	"Identified SVHC"	"16-sept.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/b4629148-2a72-ca60-a659-07a0d84c3259"	"https://echa.europa.eu/documents/10162/8bfb88ae-d129-e320-b88f-df2d216585f4"	""	""	""	"https://echa.europa.eu/documents/10162/6f4b6021-f2e2-8404-3a21-a726be345425"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"26-oct.-2020"	
"Boric acid (H3BO3), disodium salt"	""	"-"	"22454-04-2"	""	"005-011-00-4"	"Identified SVHC"	"16-sept.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/b4629148-2a72-ca60-a659-07a0d84c3259"	"https://echa.europa.eu/documents/10162/8bfb88ae-d129-e320-b88f-df2d216585f4"	""	""	""	"https://echa.europa.eu/documents/10162/6f4b6021-f2e2-8404-3a21-a726be345425"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"26-oct.-2020"	
"Trisodium orthoborate"	""	"238-253-6"	"14312-40-4"	""	"005-011-00-4"	"Identified SVHC"	"16-sept.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/b4629148-2a72-ca60-a659-07a0d84c3259"	"https://echa.europa.eu/documents/10162/8bfb88ae-d129-e320-b88f-df2d216585f4"	""	""	""	"https://echa.europa.eu/documents/10162/6f4b6021-f2e2-8404-3a21-a726be345425"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"26-oct.-2020"	
"Medium-chain chlorinated paraffins (MCCP)"	"UVCB substances consisting of more than or equal to 80% linear chloroalkanes with carbon chain lengths within the range from C14 to C17"	"799-971-8"	"-"	"Medium-chain chlorinated paraffins [UVCB substances consisting of more than or equal to 80% linear chloroalkanes with carbon chain lengths within the range from C14 to C17]"	""	"Identified SVHC"	"04-févr.-2021"	"08-févr.-2021"	""	""	"ECHA"	""	"PBT (Article 57d)""vPvB (Article 57e)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/c4c72a94-44fb-bba0-ae17-875916108cd3"	"https://echa.europa.eu/documents/10162/338e7afa-a4c7-d2d5-0f38-1b7e97c66fad""https://echa.europa.eu/documents/10162/e97498a0-7444-827b-349a-e5276f334b09""https://echa.europa.eu/documents/10162/d203e0d8-75f1-9b27-24c1-79558036c3d7"	"2021"	"https://echa.europa.eu/documents/10162/233569ab-0edf-7a25-3278-9ad40ea192bb"	"15-juin-2021"	"https://echa.europa.eu/documents/10162/cfbf3980-263c-7f53-f384-1bd1cf45c3c9"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"05-mai-2021"	
"di-, tri- and tetrachlorotetradecane"	""	"950-299-5"	"-"	"Medium-chain chlorinated paraffins [UVCB substances consisting of more than or equal to 80% linear chloroalkanes with carbon chain lengths within the range from C14 to C17]"	""	"Identified SVHC"	"04-févr.-2021"	"08-févr.-2021"	""	""	"ECHA"	""	"PBT (Article 57d)""vPvB (Article 57e)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/c4c72a94-44fb-bba0-ae17-875916108cd3"	"https://echa.europa.eu/documents/10162/338e7afa-a4c7-d2d5-0f38-1b7e97c66fad""https://echa.europa.eu/documents/10162/e97498a0-7444-827b-349a-e5276f334b09""https://echa.europa.eu/documents/10162/d203e0d8-75f1-9b27-24c1-79558036c3d7"	"2021"	"https://echa.europa.eu/documents/10162/233569ab-0edf-7a25-3278-9ad40ea192bb"	"15-juin-2021"	"https://echa.europa.eu/documents/10162/cfbf3980-263c-7f53-f384-1bd1cf45c3c9"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"05-mai-2021"	
"Alkanes, C14-17, chloro"	""	"287-477-0"	"85535-85-9"	"Medium-chain chlorinated paraffins [UVCB substances consisting of more than or equal to 80% linear chloroalkanes with carbon chain lengths within the range from C14 to C17]"	""	"Identified SVHC"	"04-févr.-2021"	"08-févr.-2021"	""	""	"ECHA"	""	"PBT (Article 57d)""vPvB (Article 57e)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/c4c72a94-44fb-bba0-ae17-875916108cd3"	"https://echa.europa.eu/documents/10162/338e7afa-a4c7-d2d5-0f38-1b7e97c66fad""https://echa.europa.eu/documents/10162/e97498a0-7444-827b-349a-e5276f334b09""https://echa.europa.eu/documents/10162/d203e0d8-75f1-9b27-24c1-79558036c3d7"	"2021"	"https://echa.europa.eu/documents/10162/233569ab-0edf-7a25-3278-9ad40ea192bb"	"15-juin-2021"	"https://echa.europa.eu/documents/10162/cfbf3980-263c-7f53-f384-1bd1cf45c3c9"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"05-mai-2021"	
"Tetradecane, chloro derivs."	""	"-"	"198840-65-2"	"Medium-chain chlorinated paraffins [UVCB substances consisting of more than or equal to 80% linear chloroalkanes with carbon chain lengths within the range from C14 to C17]"	""	"Identified SVHC"	"04-févr.-2021"	"08-févr.-2021"	""	""	"ECHA"	""	"PBT (Article 57d)""vPvB (Article 57e)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/c4c72a94-44fb-bba0-ae17-875916108cd3"	"https://echa.europa.eu/documents/10162/338e7afa-a4c7-d2d5-0f38-1b7e97c66fad""https://echa.europa.eu/documents/10162/e97498a0-7444-827b-349a-e5276f334b09""https://echa.europa.eu/documents/10162/d203e0d8-75f1-9b27-24c1-79558036c3d7"	"2021"	"https://echa.europa.eu/documents/10162/233569ab-0edf-7a25-3278-9ad40ea192bb"	"15-juin-2021"	"https://echa.europa.eu/documents/10162/cfbf3980-263c-7f53-f384-1bd1cf45c3c9"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"05-mai-2021"	
"Alkanes, C14-16, chloro"	""	"701-376-5"	"1372804-76-6"	"Medium-chain chlorinated paraffins [UVCB substances consisting of more than or equal to 80% linear chloroalkanes with carbon chain lengths within the range from C14 to C17]"	""	"Identified SVHC"	"04-févr.-2021"	"08-févr.-2021"	""	""	"ECHA"	""	"PBT (Article 57d)""vPvB (Article 57e)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/c4c72a94-44fb-bba0-ae17-875916108cd3"	"https://echa.europa.eu/documents/10162/338e7afa-a4c7-d2d5-0f38-1b7e97c66fad""https://echa.europa.eu/documents/10162/e97498a0-7444-827b-349a-e5276f334b09""https://echa.europa.eu/documents/10162/d203e0d8-75f1-9b27-24c1-79558036c3d7"	"2021"	"https://echa.europa.eu/documents/10162/233569ab-0edf-7a25-3278-9ad40ea192bb"	"15-juin-2021"	"https://echa.europa.eu/documents/10162/cfbf3980-263c-7f53-f384-1bd1cf45c3c9"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"05-mai-2021"	
"Glutaral"	""	"203-856-5"	"111-30-8"	""	"605-022-00-X"	"Identified SVHC"	"30-nov.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Respiratory sensitising properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/832664b0-0ce4-b99c-89a6-50b60016e801"	"https://echa.europa.eu/documents/10162/247ab0c4-c21e-d0a6-3e62-10dd3deec7ac"	"2021"	"https://echa.europa.eu/documents/10162/66cc9245-e6a5-7c4e-3a9f-d5f25a67e70a"	"03-juin-2021"	"https://echa.europa.eu/documents/10162/8114c121-0b66-5a38-a662-204269424f7c"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"17-déc.-2020"	
"4,4'-(1-methylpropylidene)bisphenol; bisphenol B"	""	"201-025-1"	"77-40-7"	""	""	"Identified SVHC"	"12-août-2019"	"08-févr.-2021"	""	""	"France"	""	"Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/00872c55-2827-a6d7-273d-78ac4391906b"	"https://echa.europa.eu/documents/10162/3aaa74ae-ed5a-c0b8-30fe-6acd04e41fe4"	"2021"	"https://echa.europa.eu/documents/10162/b8baaee8-e3ae-64f6-371a-dd188c8d4268"	"03-juin-2021"	"https://echa.europa.eu/documents/10162/5083c47f-a2dd-e54b-2bcc-c5c9d0e634a7"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"19-août-2019"	
"2-(4-tert-butylbenzyl)propionaldehyde and its individual stereoisomers"	""	"799-970-2"	"-"	"We intend to propose 2-(4-tert-butylbenzyl)propionaldehyde together with its two stereoisomers (CAS 75166-30-2 and 75166-31-3) as SVHC. "	""	"Identified SVHC"	"09-sept.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8b584b13-5b22-327a-8a1e-6f49dc1baa4a"	"https://echa.europa.eu/documents/10162/d7628b29-de00-043d-a347-bf917e1c4b1d"	""	""	""	"https://echa.europa.eu/documents/10162/6be3785a-7702-cca2-ab1f-26cde57e5424"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"10-nov.-2020"	
"2-(4-tert-butylbenzyl)propionaldehyde"	""	"201-289-8"	"80-54-6"	"We intend to propose 2-(4-tert-butylbenzyl)propionaldehyde together with its two stereoisomers (CAS 75166-30-2 and 75166-31-3) as SVHC. "	""	"Identified SVHC"	"09-sept.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8b584b13-5b22-327a-8a1e-6f49dc1baa4a"	"https://echa.europa.eu/documents/10162/d7628b29-de00-043d-a347-bf917e1c4b1d"	""	""	""	"https://echa.europa.eu/documents/10162/6be3785a-7702-cca2-ab1f-26cde57e5424"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"10-nov.-2020"	
"(2S)-3-(4-tert-butylphenyl)-2-methylpropanal"	""	"-"	"75166-30-2"	"We intend to propose 2-(4-tert-butylbenzyl)propionaldehyde together with its two stereoisomers (CAS 75166-30-2 and 75166-31-3) as SVHC. "	""	"Identified SVHC"	"09-sept.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8b584b13-5b22-327a-8a1e-6f49dc1baa4a"	"https://echa.europa.eu/documents/10162/d7628b29-de00-043d-a347-bf917e1c4b1d"	""	""	""	"https://echa.europa.eu/documents/10162/6be3785a-7702-cca2-ab1f-26cde57e5424"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"10-nov.-2020"	
"(2R)-3-(4-tert-butylphenyl)-2-methylpropanal"	""	"-"	"75166-31-3"	"We intend to propose 2-(4-tert-butylbenzyl)propionaldehyde together with its two stereoisomers (CAS 75166-30-2 and 75166-31-3) as SVHC. "	""	"Identified SVHC"	"09-sept.-2020"	"08-févr.-2021"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8b584b13-5b22-327a-8a1e-6f49dc1baa4a"	"https://echa.europa.eu/documents/10162/d7628b29-de00-043d-a347-bf917e1c4b1d"	""	""	""	"https://echa.europa.eu/documents/10162/6be3785a-7702-cca2-ab1f-26cde57e5424"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"10-nov.-2020"	
"2,2-bis(bromomethyl)propane-1,3-diol (BMP); 2,2-dimethylpropan-1-ol, tribromo derivative/3-bromo-2,2-bis(bromomethyl)-1-propanol (TBNPA); 2,3-dibromo-1-propanol (2,3-DBPA)"	""	"799-968-1"	"-"	""	""	"Identified SVHC"	"02-oct.-2020"	"08-févr.-2021"	""	""	"Norway"	""	"Carcinogenic (Article 57a)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8f95b1d7-1691-21d0-4a3b-6652b183a4e9"	"https://echa.europa.eu/documents/10162/b99251ea-f23f-183f-a537-be7ac2800888"	"2021"	"https://echa.europa.eu/documents/10162/c05a949e-cbcc-3f3e-c797-188e523f045b"	"03-juin-2021"	"https://echa.europa.eu/documents/10162/1d2e417f-382a-9660-649e-d068ab1578dd"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"18-janv.-2021"	
"2,2-bis(bromomethyl)propane-1,3-diol"	""	"221-967-7"	"3296-90-0"	""	""	"Identified SVHC"	"02-oct.-2020"	"08-févr.-2021"	""	""	"Norway"	""	"Carcinogenic (Article 57a)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8f95b1d7-1691-21d0-4a3b-6652b183a4e9"	"https://echa.europa.eu/documents/10162/b99251ea-f23f-183f-a537-be7ac2800888"	"2021"	"https://echa.europa.eu/documents/10162/c05a949e-cbcc-3f3e-c797-188e523f045b"	"03-juin-2021"	"https://echa.europa.eu/documents/10162/1d2e417f-382a-9660-649e-d068ab1578dd"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"18-janv.-2021"	
"2,2-dimethylpropan-1-ol, tribromo derivative; 3-bromo-2,2-bis(bromomethyl)propan-1-ol"	""	"253-057-0"	"36483-57-5"	""	""	"Identified SVHC"	"02-oct.-2020"	"08-févr.-2021"	""	""	"Norway"	""	"Carcinogenic (Article 57a)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8f95b1d7-1691-21d0-4a3b-6652b183a4e9"	"https://echa.europa.eu/documents/10162/b99251ea-f23f-183f-a537-be7ac2800888"	"2021"	"https://echa.europa.eu/documents/10162/c05a949e-cbcc-3f3e-c797-188e523f045b"	"03-juin-2021"	"https://echa.europa.eu/documents/10162/1d2e417f-382a-9660-649e-d068ab1578dd"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"18-janv.-2021"	
"3-bromo-2,2-bis(bromomethyl)-1-propanol (TBNPA)"	""	"622-370-8"	"1522-92-5"	""	""	"Identified SVHC"	"02-oct.-2020"	"08-févr.-2021"	""	""	"Norway"	""	"Carcinogenic (Article 57a)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8f95b1d7-1691-21d0-4a3b-6652b183a4e9"	"https://echa.europa.eu/documents/10162/b99251ea-f23f-183f-a537-be7ac2800888"	"2021"	"https://echa.europa.eu/documents/10162/c05a949e-cbcc-3f3e-c797-188e523f045b"	"03-juin-2021"	"https://echa.europa.eu/documents/10162/1d2e417f-382a-9660-649e-d068ab1578dd"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"18-janv.-2021"	
"2,3-dibromopropan-1-ol"	""	"202-480-9"	"96-13-9"	""	""	"Identified SVHC"	"02-oct.-2020"	"08-févr.-2021"	""	""	"Norway"	""	"Carcinogenic (Article 57a)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/8f95b1d7-1691-21d0-4a3b-6652b183a4e9"	"https://echa.europa.eu/documents/10162/b99251ea-f23f-183f-a537-be7ac2800888"	"2021"	"https://echa.europa.eu/documents/10162/c05a949e-cbcc-3f3e-c797-188e523f045b"	"03-juin-2021"	"https://echa.europa.eu/documents/10162/1d2e417f-382a-9660-649e-d068ab1578dd"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"18-janv.-2021"	
"1,4-dioxane"	""	"204-661-8"	"123-91-1"	""	"603-024-00-5"	"Identified SVHC"	"16-oct.-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Carcinogenic (Article 57a)""Equivalent level of concern having probable serious effects to human health (Article 57(f) - human health)""Equivalent level of concern having probable serious effects to the environment (Article 57(f) - environment)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/9adffe58-067b-d927-6779-ee434da7525a"	"https://echa.europa.eu/documents/10162/3f0a79d0-685b-abf6-79c1-481caf0f0d98"	"2021"	"https://echa.europa.eu/documents/10162/e0466f47-be1a-6c72-2f1c-9e47665d8529"	"15-juin-2021"	"https://echa.europa.eu/documents/10162/a4d99481-0b00-73de-d477-d3eed0b1ae5e"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"28-oct.-2020"	
"Dioctyltin dilaurate, stannane, dioctyl-, bis(coco acyloxy) derivs., and any other stannane, dioctyl-, bis(fatty acyloxy) derivs. wherein C12 is the predominant carbon number of the fatty acyloxy moiety"	""	"799-973-9"	"-"	""	""	"Identified SVHC"	"12-févr.-2020"	"03-août-2020"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"01-sept.-2020"	"16-oct.-2020"	"https://echa.europa.eu/documents/10162/2e651995-b833-971c-3446-065d3b3900e0"	"https://echa.europa.eu/documents/10162/34caa35b-6e4a-67a8-c820-8d217fb966bc"	""	"https://echa.europa.eu/documents/10162/8f63beb8-b815-5c98-cc8b-e701e608c3ab"	""	"https://echa.europa.eu/documents/10162/5a8a7526-e218-2a14-5c73-27c49a793b24"	""	""	""	"19-janv.-2021"	"25-janv.-2021"	"14-juil.-2020"	
"Dioctyltin dilaurate"	""	"222-883-3"	"3648-18-8"	""	""	"Identified SVHC"	"12-févr.-2020"	"03-août-2020"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"01-sept.-2020"	"16-oct.-2020"	"https://echa.europa.eu/documents/10162/2e651995-b833-971c-3446-065d3b3900e0"	"https://echa.europa.eu/documents/10162/34caa35b-6e4a-67a8-c820-8d217fb966bc"	""	"https://echa.europa.eu/documents/10162/8f63beb8-b815-5c98-cc8b-e701e608c3ab"	""	"https://echa.europa.eu/documents/10162/5a8a7526-e218-2a14-5c73-27c49a793b24"	""	""	""	"19-janv.-2021"	"25-janv.-2021"	"14-juil.-2020"	
"dioctyltin dilaurate; stannane, dioctyl-, bis(coco acyloxy) derivs."	""	"-"	"-"	""	""	"Identified SVHC"	"12-févr.-2020"	"03-août-2020"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"01-sept.-2020"	"16-oct.-2020"	"https://echa.europa.eu/documents/10162/2e651995-b833-971c-3446-065d3b3900e0"	"https://echa.europa.eu/documents/10162/34caa35b-6e4a-67a8-c820-8d217fb966bc"	""	"https://echa.europa.eu/documents/10162/8f63beb8-b815-5c98-cc8b-e701e608c3ab"	""	"https://echa.europa.eu/documents/10162/5a8a7526-e218-2a14-5c73-27c49a793b24"	""	""	""	"19-janv.-2021"	"25-janv.-2021"	"14-juil.-2020"	
"Stannane, dioctyl-, bis(coco acyloxy) derivs."	""	"293-901-5"	"91648-39-4"	""	""	"Identified SVHC"	"12-févr.-2020"	"03-août-2020"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"01-sept.-2020"	"16-oct.-2020"	"https://echa.europa.eu/documents/10162/2e651995-b833-971c-3446-065d3b3900e0"	"https://echa.europa.eu/documents/10162/34caa35b-6e4a-67a8-c820-8d217fb966bc"	""	"https://echa.europa.eu/documents/10162/8f63beb8-b815-5c98-cc8b-e701e608c3ab"	""	"https://echa.europa.eu/documents/10162/5a8a7526-e218-2a14-5c73-27c49a793b24"	""	""	""	"19-janv.-2021"	"25-janv.-2021"	"14-juil.-2020"	
"Bis(2-(2-methoxyethoxy)ethyl) ether"	""	"205-594-7"	"143-24-8"	""	"603-238-00-9"	"Identified SVHC"	"11-mai-2020"	"03-août-2020"	""	""	"Austria"	""	"Toxic for reproduction (Article 57c)"	"01-sept.-2020"	"16-oct.-2020"	"https://echa.europa.eu/documents/10162/b7275c5a-d641-3a4d-bec2-120a63f5d356"	"https://echa.europa.eu/documents/10162/78c8b701-8418-51ea-da08-56b53c282cab"	""	""	""	"https://echa.europa.eu/documents/10162/9eb00d2b-7e8a-db9a-c57c-cd7ea2fa3707"	""	""	""	"19-janv.-2021"	"21-janv.-2021"	"10-juin-2020"	
"resorcinol; 1,3-benzenediol"	""	"203-585-2"	"108-46-3"	""	"604-010-00-1"	"Under decision making by the European Commission"	"12-août-2019"	"03-févr.-2020"	""	""	"France"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-mars-2020"	"17-avr.-2020"	"https://echa.europa.eu/documents/10162/c224d018-6c7d-b592-bad4-79bb779f173e"	"https://echa.europa.eu/documents/10162/8593d574-d246-a039-203d-2f48968d5fcc"	""	""	""	"https://echa.europa.eu/documents/10162/7d16c5c3-4fe7-21c4-462c-7ef8234c1c36"	"https://echa.europa.eu/documents/10162/5ff2f41c-409e-7ab8-636e-e74aa17c49f0"	"12-juin-2020"	"https://echa.europa.eu/documents/10162/736eeb34-238e-a626-8217-4255adf92cba"	""	"01-juil.-2020"	"19-août-2019"	
"Dibutylbis(pentane-2,4-dionato-O,O')tin"	""	"245-152-0"	"22673-19-4"	""	"650-056-00-0"	"Identified SVHC"	"07-janv.-2020"	"03-févr.-2020"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"03-mars-2020"	"17-avr.-2020"	"https://echa.europa.eu/documents/10162/91d56a9f-7cd6-bb4d-4443-42098767971c"	"https://echa.europa.eu/documents/10162/f63494b8-17ee-5518-1f69-074eaff8385b"	""	"https://echa.europa.eu/documents/10162/e2e03f45-3055-e6c4-9673-2aa03f561b7d"	""	"https://echa.europa.eu/documents/10162/0d60b40c-18a2-16a9-3633-cfa4d3261d57"	""	""	""	"25-juin-2020"	"17-déc.-2021"	"15-janv.-2020"	
"butyl 4-hydroxybenzoate"	""	"202-318-7"	"94-26-8"	""	""	"Identified SVHC"	"22-nov.-2019"	"03-févr.-2020"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-mars-2020"	"17-avr.-2020"	"https://echa.europa.eu/documents/10162/5d3c7b43-892f-bf70-e883-61bd6198156b""https://echa.europa.eu/documents/10162/b2bffd83-88a7-6a89-3943-65924de8d475"	"https://echa.europa.eu/documents/10162/08ff10a1-e336-216f-ae24-5fa30c104306"	""	"https://echa.europa.eu/documents/10162/f9941f13-0b85-1142-a9e7-04fafdbc40a3"	""	"https://echa.europa.eu/documents/10162/f84643e1-02c2-458a-b921-6417a8f9b236""https://echa.europa.eu/documents/10162/67cc9542-faa0-eba3-4d23-14209eb9a65b"	""	""	""	"25-juin-2020"	"17-déc.-2021"	"16-déc.-2019"	
"2-methylimidazole"	""	"211-765-7"	"693-98-1"	""	""	"Identified SVHC"	"19-déc.-2019"	"03-févr.-2020"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"03-mars-2020"	"17-avr.-2020"	"https://echa.europa.eu/documents/10162/2ec9014d-b4e8-2c51-fb71-9d659d40cd6e"	"https://echa.europa.eu/documents/10162/a8f84b72-5472-3e25-04f3-ee9815639796"	""	""	""	"https://echa.europa.eu/documents/10162/9b89f540-c477-95ed-e0b1-fa1db8663ae1"	""	""	""	"25-juin-2020"	"01-juil.-2020"	"15-janv.-2020"	
"1-vinylimidazole"	""	"214-012-0"	"1072-63-5"	""	"613-328-00-X"	"Identified SVHC"	"19-déc.-2019"	"03-févr.-2020"	""	""	"Sweden"	""	"Toxic for reproduction (Article 57c)"	"03-mars-2020"	"17-avr.-2020"	"https://echa.europa.eu/documents/10162/f7b10a82-b386-40cf-03a4-7000515dafce"	"https://echa.europa.eu/documents/10162/1c9330b0-e82c-4c02-4146-b67d652a1237"	""	""	""	"https://echa.europa.eu/documents/10162/9cee0646-e348-36d7-4471-0dbb5ec9197a"	""	""	""	"25-juin-2020"	"01-juil.-2020"	"15-janv.-2020"	
"Perfluorobutane sulfonic acid (PFBS) and its salts"	""	"799-977-0"	"-"	""	""	"Identified SVHC"	"26-juin-2018"	"05-août-2019"	"05-août-2019"	""	"Norway"	"The combined intrinsic properties justifying the inclusion as a substance for which there is scientific evidence of probable serious effects to human health and the environment which give rise to an equivalent level of concern are the following: very high persistence, high mobility in water and soil, high potential for long-range transport, and difficulty of remediation and water purification as well as moderate bioaccumulation in humans. The observed probable serious effects for human health and the environment are thyroid hormonal disturbances and reproductive toxicity seen in rodents, and effects on liver, kidney and haematological system in rats, hormonal disturbances and effects on reproduction in marine medaka fish and effects on expression of hormone receptors in tadpoles. Together, these elements lead to a very high potential for irreversible effects."	"Equivalent level of concern having probable serious effects to human health (Article 57(f) - human health)""Equivalent level of concern having probable serious effects to the environment (Article 57(f) - environment)"	"03-sept.-2019"	"18-oct.-2019"	"https://echa.europa.eu/documents/10162/17773269-2314-d429-5a4c-b0773fa0043b"	"https://echa.europa.eu/documents/10162/487f0cfc-fb1b-12b4-b287-c0a28cb3e407"	"2019"	"https://echa.europa.eu/documents/10162/52a3ee5b-5ed6-48f0-3341-6598415399a0"	"11-déc.-2019"	"https://echa.europa.eu/documents/10162/d6437615-9fc4-7519-cee9-1cc9ad5e8273"	""	""	""	"16-janv.-2020"	"07-déc.-2021"	"09-août-2018"	
"Potassium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonate"	""	"249-616-3"	"29420-49-3"	""	""	"Identified SVHC"	"26-juin-2018"	"05-août-2019"	"05-août-2019"	""	"Norway"	"The combined intrinsic properties justifying the inclusion as a substance for which there is scientific evidence of probable serious effects to human health and the environment which give rise to an equivalent level of concern are the following: very high persistence, high mobility in water and soil, high potential for long-range transport, and difficulty of remediation and water purification as well as moderate bioaccumulation in humans. The observed probable serious effects for human health and the environment are thyroid hormonal disturbances and reproductive toxicity seen in rodents, and effects on liver, kidney and haematological system in rats, hormonal disturbances and effects on reproduction in marine medaka fish and effects on expression of hormone receptors in tadpoles. Together, these elements lead to a very high potential for irreversible effects."	"Equivalent level of concern having probable serious effects to human health (Article 57(f) - human health)""Equivalent level of concern having probable serious effects to the environment (Article 57(f) - environment)"	"03-sept.-2019"	"18-oct.-2019"	"https://echa.europa.eu/documents/10162/17773269-2314-d429-5a4c-b0773fa0043b"	"https://echa.europa.eu/documents/10162/487f0cfc-fb1b-12b4-b287-c0a28cb3e407"	"2019"	"https://echa.europa.eu/documents/10162/52a3ee5b-5ed6-48f0-3341-6598415399a0"	"11-déc.-2019"	"https://echa.europa.eu/documents/10162/d6437615-9fc4-7519-cee9-1cc9ad5e8273"	""	""	""	"16-janv.-2020"	"07-déc.-2021"	"09-août-2018"	
