Nom chimique/DCI,Dénomination commune du glossaire des ingrédients,Numéro CAS,Numéro CE,"Type de produit, parties du corps",Concentration maximale dans les préparations prêtes à l'emploi,Autres,
Chlorure de strontium (hexahydraté),Strontium chloride,10476-85-4,233-971-6,a) Produits bucco-dentaires,"3,5 %, (en strontium). En cas de mélange avec d'autres composés de strontium autorisés par la présente annexe, la concentration maximale en strontium reste fixée à 3,5 %",,"Contient: Strontium chloride
 Usage fréquent déconseillé chez les enfants"
,,,,b) Shampooings et produits pour le visage,"2,1 %, (en strontium). En cas de mélange avec d'autres composés de strontium autorisés par la présente annexe, la concentration maximale en strontium reste fixée à 2,1 %",,
Acétate de strontium (hémihydraté),Strontium acetate,543-94-2,208-854-8,Produits bucco-dentaires,"3,5 %, (en strontium). En cas de mélange avec d'autres composés de strontium autorisés par la présente annexe, la concentration maximale en strontium reste fixée à 3,5 %",,"Contient: Strontium acetate
 Usage fréquent déconseillé chez les enfants"
Talc: silicate de magnésium hydraté,Talc,14807-96-6,238-877-9,"a) Produits pulvérulents pour les enfants de moins de 3 ans
 b) Autres produits",,,a) Tenir à l'écart du nez et de la bouche de l'enfant
Dialkylamides et dialcanolamides d'acides gras,,,,,"Teneur maximale en amine secondaire: 0,5 %","— Ne pas utiliser avec des systèmes de nitrosation
 
  — Teneur maximale en amine secondaire: 5 % (concerne les matières premières)
 
  — Concentration maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",
"Monoalkylamines, monoalcanolamines et leurs sels",,,,,"Teneur maximale en amine secondaire: 0,5 %","— Ne pas utiliser avec des systèmes de nitrosation - Pureté minimale: 99 %
 
  — Teneur maximale en amine secondaire: 0,5 % (concerne les matières premières)
 
  — Concentration maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",
"Trialkylamines, trialcanolamines et leurs sels",,,,"a) Produits sans rinçage
 b) Produits à rincer","a) 2,5 %","a) b) 
  — Ne pas utiliser avec des systèmes de nitrosation
 
  — Pureté minimale: 99 %
 
  — Concentration maximale en amine secondaire: 0,5 % (concerne les matières premières)
 
  — Concentration maximale en nitrosamine: 50 μg/kg
 
  — À conserver en récipients sans nitrite",
Hydroxyde de strontium,Strontium hydroxide,18480-07-04,242-367-1,Régulateur de pH pour dépilatoires,"3,5 % (en strontium)","pH ≤ 12,7","Conserver hors de portée des enfants
 Éviter le contact avec les yeux"
Peroxyde de strontium,Strontium peroxide,1314-18-7,215-224-6,Produits à rincer pour les cheveux et la pilosité faciale,"4,5 % (en strontium)","Tous les produits doivent satisfaire aux exigences en matière de peroxyde d'hydrogène
 Usage professionnel","Éviter le contact avec les yeux
 Rincer immédiatement les yeux si le produit entre en contact avec ceux-ci
 Réservé aux professionnels
 Porter des gants appropriés"
"Chlorure, bromure et saccharinate de benzalkonium (9)",Benzalkonium bromide,91080-29-4,293-522-5,Produits à rincer pour les cheveux et la pilosité faciale,3 % (en chlorure de benzalkonium),"Dans le produit fini, les concentrations de chlorure, de bromure et de saccharinate de benzalkonium dont la chaîne alkyle est égale ou inférieure à C14, ne doivent pas dépasser 0,1 % (exprimées en chlorure de benzalkonium)",Éviter tout contact avec les yeux
,,,,,,À des fins autres qu'inhiber le développement de micro-organismes dans le produit. Cette fin doit ressortir de la présentation du produit,
,Benzalkonium chloride,63449-41-2/68391-01-5/68424-85-1/85409-22-9,264-151-6/269-919-4/270-325-2/287-089-1,,,,
,Benzalkonium saccharinate,68989-01-05,273-545-7,,,,
Polyacrylamides,,,,a) Produits corporels sans rinçage,,"a) Teneur résiduelle maximale en acrylamide 0,1 mg/kg",
,,,,b) Autres produits,,"b) Teneur résiduelle maximale en acrylamide 0,5 mg/kg",
2-Benzylidèneheptanal,Amyl cinnamal,122-40-7,204-541-5,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
,,,,,,,
Alcool cinnamylique,Cinnamyl alcohol,104-54-1,203-212-3,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"3,7-Diméthyl-2,6-octadiénal",Citral,5392-40-5,226-394-6,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
2-Méthoxy-4-(2-propényl)phénol,Eugenol,97-53-0,202-589-1,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
7-Hydroxycitronellal,Hydroxycitronellal,107-75-5,203-518-7,a) Produits bucco-dentaires,,"a) b)
 La présence de la substance doit être indiquée sur la liste des ingrédients visés à l’article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage,
 
  — à 0,01 % dans les produits à rinçer.",
,,,,b) Autres produits,"b) 1,0 %",,
2-Méthoxy-4-(1-propényl)phénol,Isoeugenol,97-54-1/5932-68-3,202-590-7/227-678-2,a) Produits bucco-dentaires,,"a) b)
 La présence de la substance doit être indiquée sur la liste des ingrédients visés à l’article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage,
 
  — à 0,01 % dans les produits à rincer.",
,,,,b) Autres produits,"b) 0,02 %",,
2-Pentyl-3-phénylprop-2-ène-1-ol,Amylcinnamyl alcohol,101-85-9,202-982-8,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
Salicylate de benzyle,Benzyl salicylate,118-58-1,204-262-9,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
3-Phényl-2-propénal,Cinnamal,104-55-2,203-213-9,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
2H-1-Benzopyrane-2-one,Coumarin,91-64-5,202-086-7,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"(2E)-3,7-Diméthyl-2,6-octadiène-1-ol",Geraniol,106-24-1,203-377-1,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
3- et 4-(4-Hydroxy-4-méthylpentyl)cyclohex-3-ène-1-carbaldéhyde,Hydroxyisohexyl 3-cyclohexene carboxaldehyde,51414-25-6/31906-04-4,257-187-9/250-863-4,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
Alcool 4-méthoxybenzylique,Anise alcohol,105-13-5,203-273-6,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
Ester phénylméthylique de l'acide 3-phényl-2-propénoïque,Benzyl cinnamate,103-41-3,203-109-3,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"3,7,11-Triméthyl-2,6,10-dodécatriène-1-ol",Farnesol,4602-84-0,225-004-1,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
2-(4-tert-Butylbenzyl) propionaldéhyde,Butylphenyl methylpropional,80-54-6,201-289-8,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"3,7-Diméthyl-1,6-octadiène-3-ol",Linalool,78-70-6,201-134-4,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
Benzoate de benzyle,Benzyl benzoate,120-51-4,204-402-9,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"Citronellol / (±)-3,7-diméthyloct-6-ène-1-ol",Citronellol,106-22-9/26489-01-0,203-375-0/247-737-6,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produit sans rinçage
 
  — à 0,01 % dans les produits à rincer",
2-Benzylidèneoctanal,Hexyl cinnamal,101-86-0,202-983-3,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
d-Limonene (4R)-1-Méthyl-4-(1-méthyléthényl) cyclohexène,Limonene,5989-27-5,227-813-5,,,"La présence de la substance doit être indiquée sur la liste des ingrédients visés à l’article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage,
 
  — à 0,01 % dans les produits à rincer.
 
 Indice de peroxyde inférieur à 20 mmoles/L (16)",
Methyl 2-octynoate Heptine carbonate de méthyle,Methyl 2-Octynoate,0111-12-6,203-836-6,a) Produits bucco-dentaires,,"a) b)
 La présence de la substance doit être indiquée sur la liste des ingrédients visés à l’article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage,
 
  — à 0,01 % dans les produits à rincer.",
,,,,b) Autres produits,"b) 0,01 % si utilisé seul
 Si présent en combinaison avec l’octine carbonate de méthyle, le niveau combiné dans le produit fini ne doit pas dépasser 0,01 % (dont pas plus de 0,002 % d’octine carbonate de méthyle)",,
"3-Méthyl-4-(2,6,6-triméthyl-2-cyclohexène-1-yl)-3-butène-2-one",alpha-Isomethyl ionone,127-51-5,204-846-3,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"Evernia prunastri, extraits",Evernia prunastri extract,90028-68-5,289-861-3,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"Evernia furfuracea, extraits",Evernia furfuracea extract,90028-67-4,289-860-8,,,"La présence de la substance doit être indiquée dans la liste des ingrédients visés à l'article 19, paragraphe 1, point g), lorsque sa concentration est supérieure:
  — à 0,001 % dans les produits sans rinçage
 
  — à 0,01 % dans les produits à rincer",
"2,4-Diamino-pyrimidine-3-oxyde",Diaminopyrimidine oxide,74638-76-9,—,Produits pour les cheveux et la pilosité faciale,"1,5 %",,
Peroxyde de dibenzoyle,Benzoyl peroxide,94-36-0,202-327-6,Préparations pour ongles artificiels,"0,7 % (après mélange pour utilisation)",Usage professionnel,"Réservé aux professionnels
 Éviter le contact avec la peau
 Lire attentivement le mode d'emploi"
Méthyléther d'hydroquinone/Mequinol,p-Hydroxyanisol,150-76-5,205-769-8,Préparations pour ongles artificiels,"0,02 % (après mélange pour utilisation)",Usage professionnel,"Réservé aux professionnels
 Éviter le contact avec la peau
 Lire attentivement le mode d'emploi"
"5-tert-Butyl-2,4,6-trinitro-m-xylène",Musk xylene,81-15-2,201-329-4,"Tous produits cosmétiques, à l'exception des produits bucco-dentaires","a) 1,0 % dans les parfums fins
 b) 0,4 % dans les eaux de toilette
 c) 0,03 % dans les autres produits",,
"4'-tert-Butyl-2',6'-diméthyl-3',5'-dinitroacétophénone",Musk ketone,81-14-1,201-328-9,"Tous produits cosmétiques, à l'exception des produits bucco-dentaires","a) 1,4 % dans les parfums fins
 b) 0,56 % dans les eaux de toilette
 c) 0,042 % dans les autres produits",,
Acide 2-hydroxybenzoïque (10),Salicylic acid,69-72-7,200-712-3,"a) Produits à rincer pour les cheveux et la pilosité faciale
 b) Autres produits","a) 3,0 %
 b) 2,0 %","Ne pas utiliser dans les préparations destinées aux enfants âgés de moins de 3 ans, à l'exception des shampooings
 À des fins autres qu'inhiber le développement de micro-organismes dans le produit. Cette fin doit ressortir de la présentation du produit",Ne pas utiliser chez les enfants âgés de moins de 3 ans (11)
Sulfites et bisulfites inorganiques (12),,,,a) Teintures capillaires oxydantes,"a) 0,67 % (en SO2 libre)",À des fins autres qu'inhiber le développement de micro-organismes dans le produit. Cette fin doit ressortir de la présentation du produit,
,,,,b) Produits de défrisage des cheveux,"b) 6,7 % (en SO2 libre)",,
,,,,c) Autobronzants pour le visage,"c) 0,45 % (en SO2 libre)",,
,,,,d) Autres autobronzants,"d) 0,40 % (en SO2 libre)",,
"(Chloro-4 phényl)-1(dichloro-3,4 phényl)- 3 urée (13)",Triclocarban,101-20-2,202-924-1,Produits à rincer,"1,5 %","Critères de pureté:
 3,3',4,4'-tétrachloroazobenzène ≤ 1 ppm
 3,3',4,4'-tétrachloroazoxybenzène ≤ 1 ppm
 À des fins autres qu'inhiber le développement de micro-organismes dans le produit. Cette fin doit ressortir de la présentation du produit",
Pyrithionede zinc (14),Zinc pyrithione,13463-41-7,236-671-3,Produits sans rinçage pour les cheveux et la pilosité faciale,"0,1 %",À des fins autres qu'inhiber le développement de micro-organismes dans le produit. Cette fin doit ressortir de la présentation du produit,
4-Allylvératrole,Methyl eugenol,93-15-2,202-223-0,Parfums fins,"0,01 %",,
,,,,Eaux de toilette,"0,004 %",,
,,,,Crèmes parfumantes,"0,002 %",,
,,,,Dans les autres produits sans rinçage et produits bucco-dentaires,"0,0002 %",,
,,,,Produits à rincer,"0,001 %",,
Huile et extrait de Abies alba,"Abies Alba Cone Oil;
 Abies Alba Cone Extract;
 Abies Alba Leaf Oil;
 Abies Alba Leaf Cera;
 Abies Alba Needle Extract;
 Abies Alba Needle Oil",90028-76-5,289-870-2,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
,,,,,,,
Huile et extrait de Abies pectinata,"Abies Pectinata Oil;
 Abies Pectinata Leaf Extract;
 Abies Pectinata Needle Extract;
 Abies Pectinata Needle Oil",92128-34-2,295-728-0,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Abies sibirica,"Abies Sibirica Oil;
 Abies Sibirica Needle Extract;
 Abies Sibirica Needle Oil",91697-89-1,294-351-9,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Abies balsamea,"Abies Balsamea Needle Oil;
 Abies Balsamea Needle Extract
 Abies Balsamea Resin;
 Abies Balsamea Extract
 Abies Balsamea Balsam Extract",85085-34-3,285-364-0,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus mugo pumilio,"Pinus Mugo Pumilio Twig Leaf Extract;
 Pinus Mugo Pumilio Twig Leaf Oil",90082-73-8,290-164-1,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus mugo,"Pinus Mugo Leaf Oil;
 Pinus Mugo Twig Leaf Extract;
 Pinus Mugo Twig Oil",90082-72-7,290-163-6,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus sylvestris,"Pinus Sylvestris Oil;
 Pinus Sylvestris Leaf extract;
 Pinus Sylvestris Leaf Oil;
 Pinus Sylvestris Leaf Water;
 Pinus Sylvestris Cone Extract;
 Pinus Sylvestris Bark Extract;
 Pinus Sylvestris Bud Extract
 Pinus Sylvestris Twig Leaf Extract
 Pinus Sylvestris twig Leaf Oil",84012-35-1,281-679-2,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus nigra,"Pinus Nigra Bud/Needle Extract;
 Pinus Nigra Twig Leaf Extract;
 Pinus Nigra Twig Leaf Oil",90082-74-9,290-165-7,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus palustris,"Pinus Palustris Leaf Extract;
 Pinus Palustris Oil
 Pinus Palustris Twig Leaf Extract
 Pinus Palustris Twig Leaf Oil",97435-14-8/8002-09-3,306-895-7/-,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus pinaster,"Pinus Pinaster Twig Leaf Oil;
 Pinus Pinaster Twig Leaf Extract",90082-75-0,290-166-2,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus pumila oil et extract,"Pinus Pumila Twig Leaf Extract;
 Pinus Pumila Twig Leaf Oil",97676-05-06,307-681-6,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait d’espèces de Pinus,"Pinus Strobus Bark Extract;
 Pinus Strobus Cone Extract;
 Pinus Strobus Twig Oil;
 Pinus Species Twig Leaf Extract;
 Pinus Species Twig Leaf Oil",94266-48-5,304-455-9,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Pinus cembra,"Pinus Cembra Twig Leaf Oil
 Pinus Cembra Twig Leaf Extract",92202-04-05,296-036-1,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Extrait de Pinus cembra acétylé,Pinus Cembra Twig Leaf Extract Acetylated,94334-26-6,305-102-1,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Picea mariana,"Picea Mariana Leaf Extract;
 Picea Mariana Leaf Oil",91722-19-9,294-420-3,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Thuja occidentalis,"Thuja Occidentalis Bark Extract;
 Thuja Occidentalis Leaf;
 Thuja Occidentalis Leaf Extract;
 Thuja Occidentalis Leaf Oil;
 Thuja Occidentalis Stem Extract;
 Thuja Occidentalis Stem Oil;
 Thuja Occidentalis Root Extract",90131-58-1,290-370-1,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
,,,,,,,
"3-Carene; 3,7,7-Triméthylbicyclo[4.1.0]hept-3-ène (isodiprène)",,13466-78-9,236-719-3,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Cedrus atlantica,"Cedrus Atlantica Bark Extract;
 Cedrus Atlantica Bark Oil;
 Cedrus Atlantica Bark Water;
 Cedrus Atlantica Leaf Extract;
 Cedrus Atlantica Wood Extract;
 Cedrus Atlantica Wood Oil",92201-55-3,295-985-9,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Huile et extrait de Cupressus sempervirens,"Cupressus Sempervirens Leaf Oil;
 Cupressus Sempervirens Bark Extract;
 Cupressus Sempervirens Cone Extract;
 Cupressus Sempervirens Fruit Extract;
 Cupressus Sempervirens Leaf Extract;
 Cupressus Sempervirens Leaf/Nut/Stem Oil;
 Cupressus Sempervirens Leaf/Stem Extract;
 Cupressus Sempervirens Leaf Water;
 Cupressus Sempervirens Seed Extract;
 Cupressus Sempervirens Oil",84696-07-01,283-626-9,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Essence de térébenthine (Pinus spp.),Turpentine,9005-90-7,232-688-5,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Essence de térébenthine et essence de térébenthine rectifiée,Turpentine,8006-64-2,232-350-7,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
"Térébenthine, distillée à la vapeur (Pinus spp.)",Turpentine,8006-64-2,232-350-7,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Terpene alcohols acetates,Terpene alcohols acetates,69103-01-01,273-868-3,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Terpene hydrocarbons,Terpene hydrocarbons,68956-56-9,273-309-3,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
"Terpenes and terpenoids, à l’exception de limonene (d-, l-, et dl-isomers) figurant sous les numéros de référence 88, 167 et 168 et 88 dans la présente annexe III",Terpenes and terpenoids,65996-98-7,266-034-5,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
Terpènes et terpénoïdes,,68917-63-5,272-842-9,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
"alpha-Terpinene; p-Mentha-1,3-diene",alpha-Terpinene,99-86-5,202-795-1,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
"gamma-Terpinene; p-Mentha-1,4-diène",gamma-Terpinene,99-85-4,202-794-6,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
"Terpinolene; p-Mentha-1,4(8)-diene",Terpinolene,586-62-9,209-578-0,,,Indice de peroxyde inférieur à 10 mmoles/L (16),
"1,1,2,3,3,6-Hexaméthylindan-5-yl méthyl cétone",Acetyl Hexamethyl indan,15323-35-0,239-360-0,"a) Produits sans rincage
 b) Produits à rincer",a) 2 %,,
Allyl butyrate; 2-Propényl Butanoate,Allyl butyrate,2051-78-7,218-129-8,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl cinnamate; 2-Propényl 3-Phényl-2-propénoate,Allyl cinnamate,1866-31-5,217-477-8,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl cyclohexylacetate; 2-Propényl Cyclohexaneacétate,Allyl cyclohexylacetate,4728-82-9,225-230-0,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl cyclohexylpropionate; 2-Propényl 3-Cyclohexanepropanoate,Allyl cyclohexylpropionate,2705-87-5,220-292-5,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl heptanoate; 2-Propényl Heptanoate,Allyl heptanoate,142-19-8,205-527-1,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl hexanoate,Allyl Caproate,123-68-2,204-642-4,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl isovalerate; 2-Propényl 3-Méthyl-butanoate,Allyl isovalerate,2835-39-4,220-609-7,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl octanoate; 2-Allyl caprylate,Allyl octanoate,4230-97-1,224-184-9,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl phenoxyacetate; 2-Propényl Phénoxy-acétate,Allyl phenoxyacetate,7493-74-5,231-335-2,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl phenylacetate; 2-Propenyl Benzèneacétate,Allyl phenylacetate,1797-74-6,217-281-2,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
"Allyl 3,5,5-trimethylhex-anoate","Allyl 3,5,5-trimethylhexanoate",71500-37-3,275-536-3,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl cyclohexyloxyacetate,Allyl cyclohexyloxyacetate,68901-15-5,272-657-3,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl isoamyloxy acetate,Isoamyl Allylglycolate,67634-00-8,266-803-5,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl 2-methylbutoxyacetate,Allyl 2-methylbutoxyacetate,67634-01-09,266-804-0,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl nonanoate,Allyl nonanoate,7493-72-3,231-334-7,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl propionate,Allyl propionate,2408-20-0,219-307-8,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl trimethylhexanoate,Allyl trimethylhexanoate,68132-80-9,268-648-9,,,"Le niveau d’alcool allylique libre dans l’ester doit être inférieur à 0,1 %.",
Allyl phenethyl ether,Allyl phenethyl ether,14289-65-7,238-212-2,,,"Le niveau d’alcool allylique libre dans l’éther doit être inférieur à 0,1 %.",
Allyl heptine carbonate (allyl oct-2-ynoate),Allyl heptine carbonate,73157-43-4,277-303-1,,"0,002 %",Cette substance ne doit pas être utilisée en combinaison avec un autre 2-alkynoic acid ester (notamment methyl heptine carbonate).,
Amylcyclopentenone; 2-Pentylcyclopent-2-en-1-one,Amylcyclopentenone,25564-22-1,247-104-4,,"0,1 %",,
"Myroxylon balsamum var. pereirae; extraits et produits de distillation; Baume du Pérou, absolue et anhydrol (Baume du Pérou)",,8007-00-9,232-352-8,,"0,4 %",,
4-tert.-Butyldihydrocinnamaldehyde; 3-(4-tert-Butylphényl)-propionaldéhyde,4-tert.-Butyldihydrocinnamaldehyde,18127-01-0,242-016-2,,"0,6 %",,
Huile et extrait de Cuminum cyminum,"Cuminum Cyminum Fruit Oil;
 Cuminum Cyminum Fruit Extract;
 Cuminum Cyminum Seed Oil;
 Cuminum Cyminum Seed Extract;
 Cuminum Cyminum Seed Powder",84775-51-9,283-881-6,a) Produits sans rinçage,"a) 0,4 % d’huile de cumin",,
,,,,b) Produits à rincer,,,
"cis-Rose ketone-1 (17); (Z)-1-(2,6,6-Triméthyl-2- cyclohexèn-1-yl)-2-butèn-1- one (cis-alpha-Damascone)",Alpha-Damascone,23726-94-5/43052-87-5,245-845-8/-,a) Produits bucco-dentaires,,,
,,,,b) Autres produits,"b) 0,02 %",,
"trans-Rose ketone-2 (17); (E)-1-(2,6,6-Triméthyl-1- cyclohexèn-1-yl)-2-butèn-1- one (trans-bêta-Damascone)",trans-Rose ketone-2,23726-91-2,245-842-1,a) Produits bucco-dentaires,,,
,,,,b) Autres produits,"b) 0,02 %",,
"trans-Rose ketone-5 (17); (E)-1-(2,4,4-Triméthyl-2- cyclohexèn-1-yl)-2-butèn-1- one (Isodamascone)",trans-Rose ketone-5,39872-57-6,254-663-8,,"0,02 %",,
"Rose ketone-4 (17); 1-(2,6,6-Triméthylcyclohexa-1,3-dièn-1-yl)-2-butèn-1-one (Damascenone)",Rose ketone-4,23696-85-7,245-833-2,a) Produits bucco-dentaires,,,
,,,,b) Autres produits,"b) 0,02 %",,
"Rose ketone-3 (17); 1-(2,6,6-Triméthyl-3- cyclohexèn-1-yl)-2-butèn-l- one (Delta-Damascone)",Delta-Damascone,57378-68-4,260-709-8,a) Produits bucco-dentaires,,,
,,,,b) Autres produits,"b) 0,02 %",,
"cis-Rose ketone-2 (17); (Z)-1-(2,6,6-Triméthyl-l- cyclohexèn-1-yl)-2-butèn-l- one (cis-bêta-Damascone)",cis-Rose ketone-2,23726-92-3,245-843-7,a) Produits bucco-dentaires,,,
,,,,b) Autres produits,"b) 0,02 %",,
"trans-Rose ketone-1 (17); (E)-1-(2,6,6-Triméthyl-2-cyclohexèn-1-yl)-2-butèn-1-one (trans-alpha-Damascone)",trans-Rose ketone-1,24720-09-0,246-430-4,a) Produits bucco-dentaires,,,
,,,,b) Autres produits,"b) 0,02 %",,
